title                                                                                                                                                                     ,link                                                                                                                                ,description
Patient-Derived Intestinal Organoids for Diagnosis and Drug Screening of Celiac Disease                                                                                   ,https://techfinder.stanford.edu/technology/patient-derived-intestinal-organoids-diagnosis-and-drug-screening-celiac-disease         ,"Patients with celiac disease have a pathological reaction to gluten and have either HLA-DQ2+ (90%) or HLA-DQ8+, but expression of these MHC class II haplotypes is not sufficient and other factors are necessary for the development of celiac sprue. Diagnosis of celiac disease is determined by presence of transglutaminase 2 (TG2) autoantibody and histology of intestinal biopsies. However, those seeking diagnosis often already maintain a gluten-free diet prior to gastroenterology consultation and therefore test negative for autoantibody and present normal duodenal mucosa. So, it is necessary to have patients receive a gluten-rich diet for weeks to obtain a definitive diagnosis. Celiac patients will thus experience symptoms including diarrhea, bloating, and abdominal pain. Air-liquid interface (ALI) organoids enable culturing epithelium and stroma to recapitulate the human small intestine, and patient-derived organoids can be used for suspected celiac patient diagnosis instead. ALI organoids could be used whether the individual is on a gluten-free diet or gluten-rich diet. Specifically, ALI organoids will be challenged with gliadin and examined for gliadin presentation, immune cell expansion and activation, and epithelial cell death. It could also be used to screen the potency of drug candidates by evaluating the reduction of gliadin-dependent immune cell activation or expansion and epithelial cell death. Applications include Diagnosis of celiac disease using patient-derived organoids of the small intestine, Monitoring the development of celiac disease with a precision medicine approach, Drug discovery of therapeutic compounds for celiac disease. Advantages of the device are Current diagnosis relies on patients to ingest gluten, thereby inducing symptoms  Standard of care requires multiple analytic approaches that take weeks ALI-based diagnosis enables less invasive, more efficient procedures  , Standard of care requires multiple analytic approaches that take weeks, ALI-based diagnosis enables less invasive, more efficient procedures, Screening of drug candidates by measuring immune cell expansion and activation, and epithelial cell death."
CCL5-mediated activation of immune adverse reaction in immune check point inhibitor-treated cancer patients                                                               ,https://techfinder.stanford.edu/technology/ccl5-mediated-activation-immune-adverse-reaction-immune-check-point-inhibitor-treated    ,"An increasing number of cancer patients are now receiving immune checkpoint inhibitors (ICIs), which boost the immune system to attack cancer cells. However, this treatment can harm normal cells alongside cancer cells, leading to toxicities in up to 60-70% of patients for skin issues and up to 50% mortality for cardiotoxicities. Identifying the specific cells and pathways responsible for these adverse immune reactions could enable patients to benefit from ICI treatment against cancer without harming normal cells. Stanford researchers have identified increased clonal cytotoxic Temra CD8+ cells in ICI myocarditis patients. These CD8+ cells exhibit distinct transcriptional changes, notably upregulation of chemokines CCL5/CCL4/CCL4L2. Targeting these chemokines could offer diagnostic and therapeutic avenues to mitigate life-threatening cardiac immune-related adverse events in cancer patients undergoing ICI treatment. Stage of Development  Preclinical- in vivo studies in mice Applications include Immune Checkpoint Inhibitor Toxicity Diagnostic: level of CCL5 in the plasma as a biomarker of toxicity, Immune Checkpoint Inhibitor Toxicity Treatment: disruption of CCL5 signaling via binding and activation of CCR5. Advantages of the device are First cell-based biomarker to discriminate immune activation from ICI-mediate toxicity, Complementary to ICI for Cancer Treatment: Does not affect the therapeutic benefit of ICI on tumor cell killing."
Pathogen-agnostic Vaccine Harnessing Integrated Organ Immunity                                                                                                            ,https://techfinder.stanford.edu/technology/pathogen-agnostic-vaccine-harnessing-integrated-organ-immunity                           ,"Researchers at Stanford have found that a vaccine, enhanced with adjuvants that imprint an antiviral state on innate immune cells and non-hematopoietic organ cells, could confer lasting nonspecific protection against diverse pathogens. Conventional vaccines are designed to produce antigen-specific antibodies or cytotoxic T cell responses against specific pathogens. However, some inadvertently invoke heterologous immunity against non-targeted antigens. This can be leveraged to design pathogen-agnostic universal vaccines. Recent studies suggest that both immunological memory in the adaptive immune system and trained immunity of innate immune system are involved. However, further investigation is needed to identify specific mechanisms to modulate to induce nonspecific immunity. Stanford researchers have found that the interaction between the adaptive and innate immune systems and non-hematopoietic cells in tissues is key to antigen-agnostic protective immunity. Based on their previous finding that BCG vaccine induces heterologous immunity via CD4 T-cell derived IFN-gamma, which imprints an antiviral state on the innate immune system and epithelial cells, they developed a vaccine containing antigen ovalbumin and GLA/3M-052 adjuvants, which elicit IFN-gamma responses. In vaccinated mice, antigen-stimulated T cells imprinted prolonged and broad innate-mediated antiviral resistance in myeloid and epithelial cells, protecting mice against SARS-CoV-2 and influenza viruses, unrelated to the administered antigen. Figure   Stage of Development Proof of concept - in vivo Applications include Stop-gap measure to prevent infection upon emergence of a new pathogen, Vaccines against prototype pathogens, Prophylactic treatment when anticipating increased exposure to pathogens. Advantages of the device are Broad protection against diverse pathogens, Lasting effects (on the order of weeks as of now)."
A DC to 25 MHz Current Sensing Interface using Hall-effect Sensor                                                                                                         ,https://techfinder.stanford.edu/technology/dc-25-mhz-current-sensing-interface-using-hall-effect-sensor                             ,"Researchers in Stanford University's EXtreme Environment Microsystems Laboratory (XLab) working in collaboration with the University of Arkansas' Mixed-Signal Computer-Aided Design (MSCAD) Laboratory developed a Hall-effect sensor design that detects ultra fast changes in the magnetic field, and provides a non-invasive fast current detection solution that can operate from DC to 25 MHz and beyond.   The current sensing system uses high-bandwidth gallium nitride (GaN) Hall-effect sensors and a fast readout interface. A 2-way current spinning technique minimizes offset at DC levels, while a high pass filter eliminates sensor offset at high frequencies. Two sensors and signal paths make it possible to take advantage of the full sensor bandwidth and detect fast changes in the magnetic field.  The XLab/MSCAD non-invasive fast current detection solution is ideal for turbines, motors, converters, inverters, and engine systems that operate at DC / low frequency to high frequency in the 10s of MHz and beyond.   Proof of concept readout interface design test set up for Hall-effect sensors Image courtesy the EXtreme Environment Microsystems Laboratory (XLab) and the Mixed-Signal Computer-Aided Design (MSCAD) Laboratory Stage of Development - Proof of concept prototype XLab/MSCAD prototype detected DC to 25MHz (significantly higher than anything on the market).  The group continues refining the circuits to build a single chip with sensor and developing machine learning algorithms to detect faults in motor systems. Applications include Predictive maintenance and diagnosing health of electronics motor systems used in automotive, aerospace, etc., Current sensing in electric/power grid, turbines, motors, DC-DC converters, inverters, engines, etc.. Advantages of the device are Ultra-wide frequency range (DC to GHz) that simultaneously measures low frequency and high frequency magnetic fields., Highest frequency detection (compared to other Hall-effect sensor-based designs). Demonstrated prototype to 25 MHz with upper frequency range expected to be as high as 100-200 MHz., Non-Invasive, fast detecting.."
A Microfluidic-Based Approach to Generate Cell-Derived Nanovesicles for In Vivo Transport and Delivery of Therapeutic Materials                                           ,https://techfinder.stanford.edu/technology/microfluidic-based-approach-generate-cell-derived-nanovesicles-vivo-transport-and        ,"Different drug delivery agents, including synthetic polymers, virus-based vectors, lipid-based vectors, and extracellular vesicles (EVs), have been explored previously. EVs are promising nanovesicles to deliver therapeutic drugs, vaccines and therapeutic nucleic acids such as microRNAs because these vesicles can be functionalized using targeted ligands to selectively deliver to a particular cell type in the body. However, to date, their clinical translation is limited by insufficient quantities production, size heterogeneity, and poor drug or small RNA loading efficiency. To address these issues, Stanford researchers have developed a scalable microfluidic platform that can load therapeutic materials while controlling the size of microfluidically-processed EVs (mpEVs) using a pressure-based disruption and reconstitution process. Stage of Development  Pre-clinical: in vivo validation in mice Applications include MicroRNA delivery, Dendritic cell vaccine delivery, Small molecule drug delivery, Contrast Imaging: reconstructed microbubbles for targeted vascular contrast imaging, Cancer, Infectious Diseases, Inflammation, Brain diseases beyond blood-brain barrier (BBB crossing). Advantages of the device are Uniform Size EVs, Biocompatible, Non-toxic, Simple and reproducible technique, Can generate a wide variety of biomimetic cell membrane vesicles, Customized vesicles for personalized therapy, Easy to use, types of cargo: DNA, RNA, protein, drugs, imaging probe."
Preventing chemotherapy-induced peripheral neuropathy using a combination treatment                                                                                       ,https://techfinder.stanford.edu/technology/preventing-chemotherapy-induced-peripheral-neuropathy-using-combination-treatment        ,"Stanford scientists have developed a working model that chemotherapy drugs induce peripheral neuropathy by activating a pathway that favors neuronal degeneration and impairs sensory neuron function. Combining modulation of factors downstream of this degenerative pathway with chemotherapy represents a promising strategy to prevent chemotherapy-induced peripheral neuropathy without compromising tumor growth inhibition. 40%-60% of patients treated with anticancer drugs develop chemotherapy-induced peripheral neuropathy (CIPN). CIPN symptoms, such as tingling or numbness in the hands and feet, difficulty walking, and other challenges with daily activities, significantly deteriorate the quality of life and commonly develop into persistent, chronic neuropathic pain. As a result, the healthcare costs associated with CIPN are substantial, with treatment expenses for patients suffering from CIPN exceeding those for patients without the condition by $15,000 (in 2006 dollars). With the number of cancer survivors projected to top 20 million by 2030, preventing CIPN is both a pressing and a growing healthcare challenge. Activating the neuronal degenerative pathway through overexpression and treatment with a chemotherapy drug in C. elegans impairs touch sensation which recapitulates symptoms if CIPN seen in patients. Importantly, in mice, knockout animals that genetically lack the downstream factors are less sensitive to chemotherapy than their wild-type littermates suggesting inhibition of this pathway may be preventative of CPIN. Importantly, targeting downstream factors makes it unlikely that tumor growth inhibition will be compromised during chemotherapy. Consequently, a combination treatment strategy can potentially prevent or minimize chemotherapy-induced peripheral neuropathy in oncology patients. Stage of Development: Research – in-vivo data Continued research – Using several biological models to validate that the pathway is an effective treatment target for preventing chemotherapy-induced peripheral neuropathy Applications include Prevention of chemotherapy-induced peripheral neuropathy, A combination therapy for cancer treatment. Advantages of the device are There are currently no FDA-approved chemotherapy-induced peripheral neuropathy treatments, Potential for few on- or off-target effects."
A normothermic perfusion device combined with a stabilized form of WNT protein for organ rehabilitation prior to transplant                                               ,https://techfinder.stanford.edu/technology/normothermic-perfusion-device-combined-stabilized-form-wnt-protein-organ-rehabilitation  ,"Clinician-scientists at Stanford have proposed a WNT formulation that, when used in combination with a first-of-its-kind normothermic perfusion device, reconditions marginal organs and enables their safe transplantation. Each year, >100,000 people wait for organ transplant yet only 40,000 transplants are performed, leaving a waiting list of 60,000 patients with end-stage organ disease and no available options. A significant number of marginal organs are recovered but are not transplanted due to concerns of poor quality, suboptimal function, and limited regenerative capacity. What is critically needed to address this organ shortage are methods that allow for marginal organ rehabilitation, thus enabling them to be successfully transplanted without compromising patient outcomes. There are two features of the proposed technology. The first is a perfusion device that mimics heart function, an oxygenator that mimics lung function, and a dialysis system that mimics kidney function. The second feature is the use of a novel perfusate additive, liposome-packaged human WNT protein (L-WNT). WNTs are potent stem cell activators that activate endogenous stem cells and enhance cell viability, thereby improving engraftment efficiency. The unique perfusion device loosens the narrow time constraints for transplantation, thereby allowing in-depth organ evaluation and clinical intervention. The use of L-WNT raises the possibility of functional liver reconditioning. Such a regenerative intervention has the potential to dramatically reduce organ shortages and in doing so, transform the organ transplantation landscape. Stage of Development: Normothermic perfusion device: in clinical development L-WNT: GMP manufacturing complete Applications include Enable organ procurement organizations (responsible for donor management, organ retrieval, organ preservation, and organ transportation) to retrieve marginal organs and optimize them ex vivo prior to dispersal., Enhance hospital systems with organ transplant programs that are responsible for organ preservation, optimization, and transplantation into intended recipients., Support hospitals with major oncologic and hepatobiliary programs that offer major resections or ablations of partial liver for benign and oncologic conditions.. Advantages of the device are The technology ameliorates ischemia and reperfusion injury (IRI), thus reducing postoperative complications and their associated costs., The normothermic perfusion device with dialysis capabilities allows for sustained holding times, while the L-WNT perfusate additive enhances tissue repair and regeneration through its action on endogenous stem cells., The normothermic perfusion device with dialysis capabilities allows for sustained holding times, while the L-WNT perfusate additive enhances tissue repair and regeneration through its action on endogenous stem cells.."
Energy-efficient rotary actuators                                                                                                                                         ,https://techfinder.stanford.edu/technology/energy-efficient-rotary-actuators                                                        ,"Stanford researchers have invented an efficient rotary actuator that recycles elastic energy by engaging and disengaging springs using concentric electroadhesive clutches. Rotary actuators are used to convert electrical energy into mechanical energy to power a wide range of devices that rely on rotational motion. Conventional electric actuators waste a significant amount of energy as heat during operation. There is a need for a more efficient rotary actuator, especially for battery-powered devices and devices with dynamic control over a wide range of torque and speed. Researchers at Stanford University have developed an efficient rotary actuator with one or multiple energy-recycling modules connected to a common output shaft. The module includes a frame-anchored spring coupled to two concentric low-power rotary electroadhesive clutches, one linked to the central output shaft and the other to the frame (Figure 1A, B). When activated, each clutch's rotor gets locked to the sleeve (Figure 1C). The clutches are sequentially activated and deactivated, engaging and disengaging the spring, to store and transmit torque to the output shaft. This actuator harnesses the spring's ability to produce static torque with minimal energy loss for energy-efficient actuation.  Stage of Development Prototype Applications include Robotics (ex. Exoskeletons, powered prosthetic devices, legged robots), Automotive systems, Industry machinery, Consumer electronics. Advantages of the device are Reduced energy consumption without sacrificing control, Extended runtime for battery powered devices, Novel simplified clutch arrangement, Compact, Modular capabilities."
Mechanistic guidelines for suppressing dendrite formation in lithium-metal batteries                                                                                      ,https://techfinder.stanford.edu/technology/mechanistic-guidelines-suppressing-dendrite-formation-lithium-metal-batteries            ,"Stanford researchers have developed a mechanistic guideline for lithium metal battery electrolyte and separator design to mitigate lithium dendrite growth. Lithium dendrite growth is the leading cause of degradation and failure in lithium metal batteries, which has hindered the adoption of the lighter, faster charging, and high energy density batteries.  Stanford researchers modelled the physics and chemistry of lithium dendrite formation and found that anisotropic electrolytes (electrolytes with anisotropic diffusion coefficients of the Li ions) and control of the local electric field can suppress dendritic growth in lithium-metal batteries.   Electrolytes with electric field-dependent diffusion coefficients reduce dendritic growth in small batteries, while anisotropic electrolytes (or separators with anisotropic pore structures or columnized membranes) are appropriate for batteries of any size. Using these guidelines for the development of electrolytes and separators, can improve the safety and longevity of lithium metal batteries. Stage of Development – Proof of Concept Applications include Lithium metal battery design. Advantages of the device are Safer batteries through mitigating dendrite growth, Lithium-metal batteries with longer life span, More cost-effective - avoids the need to explore & certify new electrolyte chemistries."
Apparatus for sensitive fluorescence optical measurement of biological parameters in freely behaving animals                                                              ,https://techfinder.stanford.edu/technology/apparatus-sensitive-fluorescence-optical-measurement-biological-parameters-freely        ,"Brief Description: Inventors at Stanford have developed a novel fiber-optic technology to achieve unprecedented sensitivity and immunity to motion artifacts that can be used in freely moving animals. The uSMAART (ultra-Sensitive Measurement of Aggregated Activity in Restricted cell-Types) technology enables the study of small dynamic variation of one or more biological process in the healthy and pathological brain from animal undergoing ecologically relevant behavior. More Details: Fiber photometry, a measurement technique that aggregates fluorescence signal using a fiber optic, is a highly pervasive approach in the field of systems neuroscience to study in vivo brain tissue dynamics during ecologically relevant behavior. Despite its common usage by researchers and companies alike, none of the state-of-the art fiber photometry device is capable of detecting small and fast signal changes in a low-light regime in freely behaving animals. Current technologies are benchmarked against cytosolic calcium indicators whose dynamic ranges far exceed that of the instrument and biological noises. Therefore, when used outside of this original configuration, i.e. with other fluorescent indicators (voltage, neuromodulator sensors…) with much weaker dynamic ranges, these instruments do not protect against unwanted noise sources which can lead to biological confounds, especially when the instrumental noise correlates with the animal motion. Inventors at Stanford have developed a novel fiber-optic technology that achieve ~10 fold greater sensitivity than prior fiber photometry systems and is immune to optical artefacts induced by animal motions. The uSMAART (ultra-Sensitive Measurement of Aggregated Activity in Restricted cell-Types) technology tracks signals from up to 2 reporters from up to 2 different brain regions concurrently, with high sensitivity. The uSMAART system outperforms similar fiber photometry implementations in at least one of the three following aspects: (1) stability of illumination source, (2) immunity to fiber motion-induced illumination artefacts, and (3) detection sensitivity in the visible range. The novel technology offers a low-cost, flexible, and highly sensitive tool to decipher the precise temporal relationship of multiple physiological processes from multiple brain regions simultaneously. Stage of Development: Research – in vivo – working prototype and proof-of-concept in mice Applications include Neuroscience research, Medical Diagnostics and Treatment Monitoring, Pharmaceutical Development, Drug discovery platform, Analytic chemistry. Advantages of the device are Can be used in freely moving animals, Measurements are immune to instrumental and biological artefacts., High bandwidth, high sensitivity detection of biological parameter dynamics, Simultaneous dual biological parameters with identical performance, such as quadruple processes recordings from two brain regions (two per region) with identical performance, Experimental flexibility to combine multiple fluorescence sensors and monitor signals from multiple, deep brain areas., Universally applicable to any fluorescent reporters, from genetically encoded fluorescent proteins to synthetic dyes and nanoparticles.."
Strategy and technological implementations for concurrent fluorescence measurements of multiple biological parameters in behaving animals                                 ,https://techfinder.stanford.edu/technology/strategy-and-technological-implementations-concurrent-fluorescence-measurements-multiple ,"Inventors at Stanford have developed a novel strategy to perform concurrent fluorescence measurements of multiple biological parameters in freely moving and head-restrained animals. As more genetically encoded fluorescent indicators (GEFI) are being developed to monitor, in living animals, a wide range of biological phenomenon (e.g. transmembrane voltage, ions, neurotransmitters, neuromodulators, opioids, pH…), optical approaches that capture the precise temporal relationship of many physiological processes simultaneously in awake animals become critically necessary. Unlike our invention, none of the existing technologies offers the experimental flexibility to combine multiple fluorescence sensors and monitor those signals. Two of the most common optical tools in neuroscience to study in vivo brain tissue dynamics during ecologically relevant behavior are fiber photometry and mesoscopic imaging. Fiber photometry is a measurement technique that aggregates fluorescence signal using a fiber optic. While it captures signal at the tip of the fiber, mesoscope imaging will instead capture the spatiotemporal dynamics of the fluorescence signal in awake, head-fixed animals. Recent studies have used both techniques to optically sense voltage, calcium, or neuromodulator dynamics in a variety mouse behavior. However, none of the state-of-the art fiber photometry devices or 1-photon epifluorescence mesoscope systems are capable of imaging more than 1 biological parameter at once while precisely referencing biological noises. Indeed, until now, there has not been a suitable method to account for various biological artifacts while imaging 2 spectrally orthogonal fluorescent proteins that capture two independent biological parameters. Therefore, while multiplexing fluorescent signals gain more appeal in the field, molecular strategy and technological implementations to achieve this with high sensitivity and low cost is needed. Here, we introduce a new molecular strategy and offer two technological implementations for fiber photometry and mesoscope imaging. While the former relies on a lock-in amplification technique, the latter relies on precise control over the illumination activation and imaging frame acquisition. Our simple molecular solution can be used with any fiber photometry systems (used in freely behaving animals) or 1-photon epifluorescence wide-field imaging techniques (used in head-fixed animals) to probe the dynamics of multiple molecular phenomena concurrently in awake animals. This strategy is universally applicable to any fluorescent reporters, from genetically encoded fluorescent proteins to synthetic dyes and nanoparticles. This strategy will reduce by 50% the cost of instrumentations used for fluorescence multiplexing of dynamic processes. Stage of Development: Research – in vivo – working prototype and proof-of-concept in mice Applications include Neuroscience research, Medical Diagnostics and Treatment Monitoring, Pharmaceutical Development, Drug discovery platform, Analytic chemistry. Advantages of the device are A cost-effective method to multiplex fluorescence signals., Simultaneous dual biological parameters with identical performance, in freely and head-restrained behaving mouse., Safeguarding against instrumental and/or biological artefacts., Universally applicable to any fluorescent reporters, from genetically encoded fluorescent proteins to synthetic dyes and nanoparticles.."
Functionally biased ligands for the Complement 5a Receptor                                                                                                                ,https://techfinder.stanford.edu/technology/functionally-biased-ligands-complement-5a-receptor                                       ,"Stanford scientists have discovered multiple functionally biased ligands that can selectively activate distinct subsets of signaling pathways downstream of the complement 5a receptor. These ligands will be useful for the scientific study of complement 5a receptor signaling and, more importantly, can potentially be used as therapeutics. The complement 5a receptor (C5aR) is an important cellular receptor that exerts many critical physiological functions, including regulating the immune response and promoting cancer resistance to treatments. It has been shown that C5aR can simultaneously activate many downstream signaling pathways; however, the biological consequences of individual pathways are unclear. The biggest obstacle in the understanding of C5aR signaling is the lack of pharmacological tools to selectively modulate subsets of the signaling pathways and allow the analysis of their biological functions in isolation. There are two major signaling pathways downstream of C5aR: cAMP and beta-arrestin. Various mutants have been discovered: 1) those that completely abolish beta-arrestin signaling, 2) those that partially inhibit the cAMP pathway 3) those that inhibit both beta-arrestin and cAMP pathways. The short-term application of these ligands would be their use as research tools to dissect the signaling pathways downstream of C5aR. In the long term, with a better understanding of the physiological functions of the ligands, they could be used as therapeutics to treat diseases that require the selective activation of the related signaling pathways. Stage of Development: Preclinical – in-vitro data Continued research – elucidation of the exact biological function of the ligands Applications include Use as research tools to dissect C5aR signaling, Therapeutics for diseases that benefit from the selective activation of C5aR. Advantages of the device are Selectively activate a subset of C5aR signaling pathways as opposed to complete blockage, Use of peptides leads to much stronger binding affinity."
"Structurally optimized, double-double, metal-like laminate for lightweight fabrication"                                                                                  ,https://techfinder.stanford.edu/technology/structurally-optimized-double-double-metal-laminate-lightweight-fabrication              ,"Researchers at Stanford have developed a composite material that mimics the structural characteristics of metal, with the added benefits of laminates. Fabrication with durable materials is essential for manufacturing of many composite structures, such a vehicles, airplanes and satellites. Traditionally, these have been fabricated using aluminum due to its durability, but composite laminates would provide a lighter, more cost-effective solution. Despite this, composite laminates, have been difficult to apply due to their complex, non-homogenized nature. Now, the Tsai lab at Stanford has proposed a novel double-double laminate design to overcome the challenges of traditional composites. This design enables perfect homogenization, eliminating shear- and stretch-bend coupling. Consequently, it improves upon metals by offering lighter weight, higher stiffness, and better possibilities for tapering. As a result, the double-double laminate solves problems of complexity and sub-optimal outputs associated with previous composites. Stage of Development Proof of concept Applications include Reduced weight and cost of composite structures   Medical devices and prosthetics Automotive and aerospace industry Industrial machinery and equipment Space and satellite compositions High-performance sport equipment Infrastructure and civil engineering   , , Medical devices and prosthetics, Automotive and aerospace industry, Industrial machinery and equipment, Space and satellite compositions, High-performance sport equipment, Infrastructure and civil engineering . Advantages of the device are Lighter than metals, More durable than metals, Higher stiffness than metals, Better tapering due to orthotropic nature of ply, Cheaper than metals."
Pressure as a Second Driving Force to Overcome Diffusion Limitations in Encapsulated Islet Cell Therapy                                                                   ,https://techfinder.stanford.edu/technology/pressure-second-driving-force-overcome-diffusion-limitations-encapsulated-islet-cell     ,"Researchers at Stanford have found that applying pressure to macroencapsulation can enhance insulin transport from encapsulated islet beta cells to surrounding tissue and assist in glucose metabolism in type 1 diabetes (T1D) patients. T1D is an autoimmune disease in which insulin-producing beta cells in the pancreas are destroyed by the patient's own immune system. The resulting insulin deficiency is most often managed through exogenous insulin administration. This requires frequent or constant blood glucose level monitoring and insulin administration, significantly diminishing the patient's quality of life. Many studies have suggested transplantation of macroencapsulated islet beta cells as a means to achieve insulin independence. The encapsulation can provide a robust barrier against the host immune system. However, it could also impede insulin diffusion from the encapsulation, making it difficult to release insulin at physiological levels. Stanford researchers have discovered that applying pressure to the macroencapsulation could enhance insulin transport kinetics. A modest pressure equivalent to normal diastolic blood pressure sufficiently improved insulin flux across encapsulating membranes. Both in vitro and in vivo experiments have shown that pressure-driven flow is superior to relying solely on diffusion. Transplantation of the pressurized macroencapsulation of beta islets could help T1D patients achieve full insulin independence.  Figure Caption: Pressure-driven dosing from macroencapsulated islets supporting physiologic insulin dosing in mice Applications include Cadaveric, donor, or stem cell-derived beta islet transplantation, Artificial pancreas, In vivo cell-based bioelectronics. Advantages of the device are Improved transport of islet cells compared to diffusion-based macroencapsulation devices, Complete immunoisolation, Retrievable, Precise temporal regulation of insulin delivery."
STASH system: Enriching genetically modified cells with a single selectable surface marker                                                                                ,https://techfinder.stanford.edu/technology/stash-system-enriching-genetically-modified-cells-single-selectable-surface-marker       ,"Many applications in cell therapy, synthetic biology, and gene therapy require extensive cell engineering, often with multiple vectors due to limitations in packaging capacity. The Mackall lab at Stanford have developed a molecular biology technique to sequester cells of interest into intracellular compartments - making it a powerful tool for protein characterization, while also enabling safer use of protein-based therapeutics. This technology supports precise, drug-induced control of engineered gene and cell therapies, which can help improve on existing safety profiles for novel treatments. The Intracellular Storage by TArgeted SHuttling (STASH) Select system can be used to isolate pure populations of cells with up to five modifications. Unlike current approaches that use multiple selectable markers or serial enrichment strategies, each component of the STASH Select system is encoded by a vector of interest, and cells that take up all the vectors then activate the system to express a selectable surface marker. Current approaches for isolating pure populations of cells engineered with multiple genetic modifications require the use of multiple selectable markers or serial enrichment strategies. These approaches are time consuming, costly, and often not compatible with current GMP-based systems for cell therapy. The STASH Select system is simple, scalable, cost effective, and compatible with current GMP systems for cell therapy. It is also versatile and has been demonstrated with two, three, and five-way selection. Related Technology  Stanford Docket S19-343- STASH Tag: A chemigenetic system for control of protein localization Stage of Development: Research - in vitro Researchers in the Mackall Lab continue in vitro/ in vivo system valiudation for CAR-T applications. Applications include CAR-T, TCR, and NK cell therapy, Stem cell therapy for regenerative medicine, Gene therapy, Viral vectors, Gene engineering, Molecular biology research tool for protein characterization, Yeast engineering for biomanufacturing of products. Advantages of the device are Simple, scalable, cost effective, and compatible with current GMP systems for cell therapy, Versatile selection pathways, Cell surface receptor localization."
Composition of the Treatment of X-linked Chronic Granulomatous Disease (X-CGD) Deficiency in Human Hematopoietic Stem and Progenitor Cells (HSPCs)                        ,https://techfinder.stanford.edu/technology/composition-treatment-x-linked-chronic-granulomatous-disease-x-cgd-deficiency-human      ,"Genome editing of human hematopoietic stem and progenitor cells (HSPCs) has the potential to create a new class of medication for the treatment of inherited and acquired genetic diseases of the blood and immune system. Researchers at Stanford have optimized a genome editing method in HSPCs using CRISPR/Cas9 in combination with AAV6-medicated homologous recombination (HR). The Cas9 nuclease and a short guide RNA (sgRNA) were delivered to the target genomic sequence. The double-stranded DNA break made by Cas9 was repaired by HR with a designed donor DNA template in the AAV6 vector that contains the desired genetic modification. Using this new method, researchers were able to achieve highly efficient editing, where both single nucleotide and several kilobases of DNA can be changed. The researchers have applied the method to monogenic diseases, and have developed sgRNA and AAV6 donor DNA sequences that work well in HSPCs for several severe combined immunodeficiency disorders (SCID), including X-linked Chronic Granulomatous Disease (X-CGD) Deficiency. Applications include Gene editing for treatment of X-linked Chronic Granulomatous Disease (X-CGD) Deficiency, Therapeutic delivery: Safe harbor approach in human CCR5 locus constitutes a flexible platform for delivering therapeutic proteins for other disorders (e.g. metabolic diseases). Advantages of the device are Novel: No existing  treatment available for X-linked Chronic Granulomatous Disease (X-CGD) Deficiency, High frequency of success: Genome editing frequencies in human HSPCs higher than previously reported, High specificity and safe: No evidence of abnormal hematopoiesis following transplantation and minimal off-target activity and toxicity were observed, Flexibility: From single nucleotide up to several thousand bases can be modified ex vivo or in vivo."
STASH Tag: A chemigenetic system for control of protein localization                                                                                                      ,https://techfinder.stanford.edu/technology/stash-tag-chemigenetic-system-control-protein-localization                               ,"Overview Researchers in the laboratory of Stanford's Crystal Mackall have developed a molecular biology technique to sequester proteins of interest into intracellular compartments- making it a powerful tool for protein characterization, while also enabling safer use of protein-based therapeutics. This technology supports precise, drug-induced control of engineered gene and cell therapies, which can help improve on existing safety profiles for novel treatments. Technology The Intracellular Storage by TArgeted SHuttling (STASH) system uses retention tags to drive target proteins to an intracellular compartment of choice. That sequestration is inducible, driven by the administration of a pharmacological agent that inhibits cleavage of the retention tag. Related Technology  Stanford Docket S20-432- STASH system: Enriching genetically modified cells with a single selectable surface marker Stage of Development: Research - in vitro The inventors demonstrate that the inducible STASH system can be used to drive on-demand shuttling of CAR-T receptors away from cell membranes in various cell models, regulating production of inflammatory cytokines and cytotoxicity to potentially improve the safety profile of CAR-T therapies. Applications for the system in research models are also broad, with customizable, modular construction of engineered proteins that can shuttle cell surface receptors, secreted proteins, and other molecules of interest to desired intracellular compartments. Check Docket 17-501: SMASh_CARs: A ""drug off"" chemogenetic system for regulating CAR T-cell therapy, a related technology from the Mackall laboratory to tune CAR-T activity. Applications include CAR-T, TCR, and NK cell therapy, Cytokine therapy, Gene therapy, Viral vectors, Gene engineering, Molecular biology research tool for protein characterization. Advantages of the device are Cell surface receptor localization, Reversible control of protein localization, Wide dynamic range of expression, Well tolerated and FDA-approved small molecule inhibitor."
