"university","title","number","patent","link","description","LLM Summary","LLM Teaser"
"Stanford University","Controlled Release of Bacteriophage to Treat Implant Infections","Docket #: S20-117","Published Application: WO2022204722, Published Application: 20240173370","https://techfinder.stanford.edu/technology/controlled-release-bacteriophage-treat-implant-infections","Stanford researchers have designed hydrogels that can be delivered to surgical sites in a patient's body for controlled and sustained release of bacteriophages to treat or prevent bacterial infections. This invention includes the hydrogel, a method for chemically binding the bacteriophages to the hydrogel, and a mechanism for sustained release of the bacteriophage over long times (from hours until up to a week). Additionally, the hydrogel containing the phages is not part of an implant but is an independent device. This device is being designed to be deployed locally (through injection or implantation) to treat bacterial infections therapeutically.\nFigure\nStage of Development\n\nApplications: Treatment and prevention of bacterial infections at surgical sites, wounds, or any other localized infection..\n\nAdvantages: Bacteriophages have tremendous potential for treating bacterial infections, particularly those that are antibiotic resistant., Controlled release of bacteriophages, Sustained release of bacteriophage over at least 7 days, Hydrogel can also deliver phage cocktails and other agents, Independent implant - gel is an independent implant in its own right, New paradigm in implant-associated infection treatment.","**Summary:** Researchers at Stanford have created hydrogels capable of being administered to surgical sites for the controlled and sustained release of bacteriophages, aimed at treating or preventing bacterial infections. The invention consists of the hydrogel, a method for chemically attaching bacteriophages, and a system for prolonged release of the phages, which can last from hours to over a week. The hydrogel functions as a standalone device that is injected or implanted, rather than being incorporated directly into an implant.

**Applications:** This technology is applicable for the treatment and prevention of bacterial infections at surgical sites, wounds, or any localized infections.

**Problem Solved:** The technology addresses the challenge of treating bacterial infections, particularly those that are resistant to antibiotics, by utilizing bacteriophages in a controlled and sustained manner, thereby offering a new approach to managing implant-associated infections.","Stanford researchers have developed hydrogels that enable the controlled and sustained release of bacteriophages at surgical sites to combat bacterial infections. This includes a method for chemically binding the bacteriophages to the hydrogel, allowing for release over periods from hours to up to a week."
"Stanford University","A fluorogenic assay for rapid screening of lactam resistant bacteria pathogens","Docket #: S21-097","Published Application: WO2022217088, Published Application: 20240240226","https://techfinder.stanford.edu/technology/fluorogenic-assay-rapid-screening-lactam-resistant-bacteria-pathogens","Stanford inventors have developed a rapid fluorogenic assay for screening of lactam resistant bacterial pathogens. ?-lactam antibiotics are considered to be the most successful class of antibiotics for treating bacterial infections. However, ESBL-positive bacteria and carbapenem resistant bacteria can produce enzymes to breakdown ?-lactam antibiotics into ineffective metabolites, which significantly reduces the effectiveness of ?-lactam antibiotics.\nThe current diagnostic standard for ?-lactam resistant infection is conventional phenotypic antimicrobial susceptibility testing (AST). Unfortunately, this method requires considerable effort and takes 1-2 days, which is too long for most clinical needs.\nThe invented fluorogenic assay uses novel N-lactam caged 3,7-diesterphenoxazine probes, CDA and CDA2, with a cascade activation mechanism. This assay enables detection of ?-lactam resistant bacteria within 2 hours and high detection sensitivity. This greatly reduces the diagnostic time and enables more suitable selection of treatment for bacterial infection.\nStage of Development\nEarly Stage\n\nApplications: Bacterial infection diagnosis, Selection of treatment for bacterial infection.\n\nAdvantages: Fast and easy-to-use, Automated and high throughput, Low cost.","**Summary:** Stanford inventors have created a rapid fluorogenic assay that screens for lactam resistant bacterial pathogens, addressing the limitations of conventional phenotypic antimicrobial susceptibility testing, which typically takes 1-2 days. This innovative assay employs novel N-lactam caged 3,7-diesterphenoxazine probes, CDA and CDA2, allowing for detection of ?-lactam resistant bacteria within 2 hours with high sensitivity. The development stage of this technology is early.

**Applications:** The technology can be applied in the diagnosis of bacterial infections and in the selection of appropriate treatments for these infections.

**Problem Solved:** The assay significantly reduces diagnostic time for lactam resistant infections, enabling quicker and more suitable treatment decisions compared to traditional testing methods.","Stanford inventors have developed a rapid fluorogenic assay for screening lactam resistant bacterial pathogens, addressing the challenge posed by ESBL-positive and carbapenem-resistant bacteria that produce enzymes to degrade ?-lactam antibiotics. This new diagnostic method aims to improve the effectiveness of identifying bacterial infections resistant to this class of antibiotics."
"Stanford University","Multi-Regional Human Neural Circuits in Assembloids Derived from Pluripotent Stem Cells","Docket #: S21-121","Published Application: WO2022271697, Published Application: 20240254438","https://techfinder.stanford.edu/technology/multi-regional-human-neural-circuits-assembloids-derived-pluripotent-stem-cells","Researchers at Stanford have described, for the first time, the formation of a human neural circuit loop from stem cells in human assembloids. Specifically, they have developed methods for in vitro generation of functional human cortico-striatal-midbrain-thalamic-cortical (CSMTC) spheroids by functionally integrating brain-region specific organoids. Complete CSMTC spheroids are assembled from component cultured cell systems, each designed to provide specific sets of neural cells. These functionally integrated cells interact in a physiologically relevant manner (e.g. forming synapses or neuromuscular junctions, transmitting signals, inducing muscle contractions, forming multicellular structures, etc.). This technology enables reconstruction of a """"direct"""" cortico-basal ganglia pathway in vitro from parts derived from human pluripotent stem cells. The methods generate 3D self-organizing cultures (also known as organoids or spheroids) that resemble the human cerebral cortex, the human diencephalon including thalamus, human midbrain and human striatum, and then integrate them in various combinations and spatial arrangements that allow formation of reciprocal connections and enable loop circuit-like properties.\nCurrently, researchers have limited access to intact, functional human brain tissue to probe and manipulate CSMTC loop circuits. There remains a great need for human cellular models that can functionally integrate components of the corticospinal tract circuit, allowing screening for new therapies for patients with implicated disorders, including autism spectrum disorder, Parkinson's disease, schizophrenia and obsessive-compulsive disorder (OCD).\nStage of Development\nThe researchers have demonstrated successful assembly of four-loop assembloids from human cortical spheroids (hCS), human striatum spheroids (hStrS), human midbrain spheroids (hMbS) and human diencephalic spheroids (hDiS).\n\nApplications: Biological understanding of human neural circuit assembly, Modeling of disorders of the CSMTC loop, including OCD, autism spectrum disorder, schizophrenia and Parkinson's disease, Large scale viral screening for circuit-specific gene therapy, Large scale small molecule screening in human pluripotent stem cell-derived CSMTC.\n\nAdvantages: First preparation fo this kind. Previous in vitro models included one or two of the components with little functionality or maturation..","**Summary:** Researchers at Stanford have successfully created a human neural circuit loop using pluripotent stem cells in human assembloids. They developed methods for the in vitro generation of functional cortico-striatal-midbrain-thalamic-cortical (CSMTC) spheroids by integrating organoids that represent specific brain regions. This approach allows for the assembly of CSMTC spheroids from cultured cells that provide distinct types of neural cells, which interact in a way that mimics physiological processes by forming synapses, transmitting signals, and creating complex multicellular structures. The generated 3D cultures, or organoids, resemble specific parts of the human brain and enable the reconstruction of direct cortico-basal ganglia pathways.

**Applications:** This technology has the potential to be utilized in neuroscience research, allowing for detailed studies of human brain circuitry and diseases that affect the human neural network. It can be applied to investigate neural development, drug screening, and the pathophysiology of neurological disorders by providing a more accurate model compared to traditional methods. 

**Problem Solved:** This research addresses the critical limitation of accessing intact, functional human brain tissue for studying neural circuit dynamics. By creating a functional model that reproduces specific brain circuits, it allows researchers to probe and manipulate these pathways in ways previously not possible, significantly advancing the understanding of human neurobiology and facilitating the development of therapeutic interventions.","Researchers at Stanford have successfully created a human neural circuit loop from stem cells in assembloids, specifically developing functional cortico-striatal-midbrain-thalamic-cortical (CSMTC) spheroids. These spheroids are formed by integrating brain-region specific organoids, each contributing distinct sets of neural cells."
"Stanford University","New Tools and Molecular Target for Gene Therapy of Chronic Pain","Docket #: S21-124","Published Application: WO2023288184","https://techfinder.stanford.edu/technology/new-tools-and-molecular-target-gene-therapy-chronic-pain","Researchers at Stanford have developed non-opiate methods for treating chronic pain and for retrograde transduction of neurons. This work is based on the discovery of a pathway that drives persistent pain, and the identification of the CaMKv gene as a key molecular determinant of mechanical hypersensitivity. The researchers are now advancing a therapy that reduces CaMKv activity in opioid receptor mu 1 (OPRM1) expressing neurons of a patient's rostral ventromedial medulla (RVM). The agent (e.g., an RNAi agent) reduces expression or activity of CaMKv in the RVM. The agent includes a newly developed retrograde-enhanced recombinant AAV particle that can be used to deliver the RNAi agent such as an shRNA that targets CaMKv. The researchers packaged shRNAi in their new AAV vector to knockdown the molecular target and achieve complete chronic pain elimination with little effect on normal touch sensation in mouse models of inflammatory and neuropathic pain.\nStage of Development\nThe novel gene therapy platform, including the new retrograde AAV vector and new molecular target, have shown robust efficiency in eliminating chronic pain in mouse models of inflammatory and neuropathic pain.\n\nApplications: Treatment for chronic pain.\n\nAdvantages: Novel molecular target, Complete chronic pain elimination in mouse models, Persistent mechanical pain caused by inflammation or nerve injury is a debilitating clinical problem, Non-opiate treatment of chronic pain is an urgent social need, A better understanding of descending pain modulation pathways could help identify novel targets for non-opiate treatment of chronic pain.","**Summary:** Researchers at Stanford have developed a novel gene therapy approach for chronic pain that targets the CaMKv gene, identified as a crucial factor in mechanical hypersensitivity. The therapy involves reducing CaMKv activity specifically in opioid receptor mu 1 expressing neurons located in the rostral ventromedial medulla. By utilizing a newly engineered retrograde-enhanced recombinant AAV particle to deliver an RNA interference agent, such as shRNA that targets CaMKv, the therapy has demonstrated the ability to completely eliminate chronic pain in mouse models while minimally affecting normal touch sensation. The gene therapy platform shows significant promise for treating both inflammatory and neuropathic pain conditions.

**Applications:** The developed technology is intended for the treatment of chronic pain.

**Problem Solved:** This innovation addresses the urgent social need for non-opiate treatments for chronic pain, particularly persistent pain resulting from inflammation or nerve injury, which is a major clinical challenge.","Researchers at Stanford have identified the CaMKv gene as a key factor in persistent pain, leading to the development of a therapy that reduces CaMKv activity in opioid receptor mu 1 (OPRM1) expressing neurons in the rostral ventromedial medulla (RVM). This approach offers non-opiate methods for treating chronic pain and for retrograde transduction of neurons."
"Stanford University","Microfluidic Magnetic Separation Device for Isolation of a Target Cell from Whole Blood","Docket #: S21-328","Published Application: WO2023044161","https://techfinder.stanford.edu/technology/microfluidic-magnetic-separation-device-isolation-target-cell-whole-blood","Researchers at Stanford have developed a magnetophoretic separation device (MSD) for isolating basophils and other rare cell types from a blood sample. The device applies exponentially increasing magnetic field strength to flowing magnetically tagged cells. Immunomagnetic negative selection of target cells is used to maintain target cells in their native, unlabeled state. The device is suitable for isolating cells from low volumes of whole blood, which provides an advantage over in-bulk methods that require larger starting volumes of blood. While microfluidics has emerged as a promising technology for the precise separation and isolation of cells, current methods lack a streamlined approach for applying magnetophoretic forces that are compatible with downstream microfluidic process flows. Existing on-chip magnetic-activated cell sorting (MACS) methods generally require the integration of multiple inlets/outlets and require a precise alignment with off-chip magnets, otherwise the isolation purity is compromised. The new device does not require careful alignment and is reusable, with its only consumable being tubing through which the cell suspension flows.\nOverview of the basophil isolation device (iBID) process flow (image credit: the inventors)\nStage of Development\nThe researchers have found that their MSD allows for the isolation of basophils from 100 uL volumes of blood with consistently high purity (>90%) and recovery (>90%). This is in contrast to commercial kits using magnetic columns that are incompatible with processing such small starting volumes of blood and are unable to achieve such consistently high purity and recovery.\n\nApplications: Commercial and research applications requiring purified leukocyte subtypes (e.g., neutrophils, eosinophils, monocytes), Faster single-cell RNA-sequencing – an emerging microfluidics technology that requires purified sub-populations of the cell of interest, Isolation of basophils to support on-chip basophil activation testing for food allergy diagnosis, Isolation from whole blood is compatible with ex vivo stimulation in immune functional assays, Compatible with downstream microfluidics workflows.\n\nAdvantages: High purity and recovery (>90%) of target cells, Faster MSD-enhanced isolation methods can improve cell viability and avoid potential changes to the cell phenotype that could occur throughout the course of an in-bulk isolation process, Robust and reusable, Adaptable to a variety of form factors and easily parallelizable, Cells isolated from whole blood without washing steps or prior red blood cell depletion.","**Summary:** Researchers at Stanford have developed a magnetophoretic separation device for isolating rare cell types, specifically basophils, from whole blood samples. The device employs exponentially increasing magnetic field strength to attract magnetically tagged cells while maintaining target cells in their native, unlabeled state through immunomagnetic negative selection. Designed for low-volume blood samples, this device addresses the challenges associated with traditional methods that often require larger volumes. Unlike existing microfluidic magnetic-activated cell sorting methods that need precise alignment and multiple inlets/outlets, this new device is reusable and simplifies the process without compromising isolation purity.

**Applications:** The technology is applicable in clinical and research settings where the precise isolation of rare cell types such as basophils from small blood samples is required. This could extend to fields including immunology, cancer research, and diagnostics.

**Problem Solved:** The device resolves the limitations of existing cell isolation methods that require larger blood volumes and complex alignment procedures, providing a more efficient and simpler solution for isolating rare cells with high purity and recovery rates from very small samples.","Researchers at Stanford have developed a magnetophoretic separation device for isolating basophils and other rare cell types from blood samples by applying exponentially increasing magnetic field strength to flowing magnetically tagged cells. The device utilizes immunomagnetic negative selection to preserve target cells in their native state and is effective for isolating cells from low volumes of whole blood."
"Stanford University","Percutaneous minimally invasive neochordal device for mitral valve repair","Docket #: S19-432","","https://techfinder.stanford.edu/technology/percutaneous-minimally-invasive-neochordal-device-mitral-valve-repair","Stanford researchers have developed a new transcatheter, minimally invasive neochordal device for repair of mitral regurgitation, which does not require open heart surgery nor cardiopulmonary bypass. As opposed to existing percutaneous neochord devices, which usually utilize a transapical approach via an incision at the apex of the heart, this device is administered percutaneously, entering the venous system and targeting the mitral valve through the atrial septum. This geometry allows for direct positioning of the neochord on the posterior left ventricular myocardium, a surgery known as called posterior ventricular anchoring neochordal repair. Dr. Joseph Woo, renowned chairman and surgeon of Stanford Cardiothoracic Surgery, invented this procedure, which has been shown to provide tremendous repair results and patient outcomes.\nAdditionally, recent studies have shown that the shorter neochordal length, accomplished with posterior left ventricular targeting, results in reduced forces on the neochord and surrounding existing chordal architecture, translating to very low failure rates, reduced fatigue damage, greater repair durability, and outstanding patient outcomes. This new invention directly addresses some of the largest concerns regarding treatment of one of the most prevalent valvular diseases in the world, and enables a higher quality repair without the trauma of major surgery nor the rare expertise of surgeons from high volume treatment centers, leveraging advanced, minimally invasive transcatheter technologies of the future.\nFigure\nStage of Development\n\nApplications: Transcatheter mitral regurgitation repair in a beating heart.\n\nAdvantages: Minimally invasive: This device and approach does not require open heart surgery or cardiopulmonary bypass., High quality repair technique: The device is a repair and not a valve replacement, preserving the native structures and biomechanics as much as possible., Reduced chordal strains: Shorter length neochord due to posterior left ventricular positioning results in reduced strain in the neochord and surrounding chordal architecture, translating to reduce fatigue and increased durability of the repair and device, which has been shown in the referenced publication., Low failure rates: Reduced strains directly result in reduced failure and increased durability., Entirely percutaneous and minimally invasive: Percutaneous approach facilitates a minimally invasive technique, which improves recovery times and reduces surgical complications., Transcatheter delivery method: the invention leverages futuristic transcatheter approaches, which allows for wide adoption and clear avenues for robotic integration and manipulation..","**Summary:** Researchers at Stanford have developed a novel percutaneous device for the repair of mitral regurgitation that avoids the complications associated with open heart surgery and cardiopulmonary bypass. This device utilizes a less invasive approach by accessing the venous system and targeting the mitral valve through the atrial septum, allowing for precise placement of the neochord on the posterior left ventricular myocardium. The procedure, known as posterior ventricular anchoring neochordal repair, has shown significant success in repair outcomes. The innovative design of the neochord results in shorter lengths that reduce tension on both the neochord and the existing chordal structures, leading to low failure rates and improved durability of the repair. 

**Applications:** This technology is intended for patients suffering from mitral regurgitation, a common valvular disease, and aims to improve surgical outcomes while minimizing the invasiveness of traditional heart surgeries.

**Problem Solved:** The device addresses concerns regarding the treatment of mitral regurgitation, particularly the risks associated with open heart surgery, including prolonged recovery and the need for highly specialized surgical expertise. By providing a minimally invasive option, it enhances patient safety, improves repair quality, and expands access to effective treatments for a prevalent heart condition.","Stanford researchers have created a new transcatheter neochordal device for mitral regurgitation repair that is minimally invasive and does not require open heart surgery or cardiopulmonary bypass. This device is administered percutaneously through the venous system, targeting the mitral valve via the atrial septum, contrasting with existing devices that typically use a transapical approach."
"Stanford University","DenseTact: Optical Tactile Sensor","Docket #: S21-409","","https://techfinder.stanford.edu/technology/densetact-optical-tactile-sensor","Inspired by the """"last inch"""" problem in robotic manipulation, the Kennedy group at Stanford has developed a tactile sensor and calibration method for machine-learning-based robotic manipulation. The core of this design is an optical tactile sensor using hemispherical silicone fingertips combined with a camera capable of measuring fingertip surface shape and forces. The camera is used to observe reflective boundaries, which are altered when the fingertip interacts with an object. To help build the calibration model, this has been done for a number of known objects and forms the basis of the machine-learning model.\nAs object grasping ranges in configurations and stability, the need for grasp planning and execution is critical for successful tactile sensors. The soft-contact nature of this design increases the range of motion and manipulation complexity, making the machine-learning model critical to precise execution and widespread application of this system. Automated manufacturing, assembly robotics, as well as collaborative robotics requiring humanoid manipulation are all possible applications of this system.\nVideo Description: DenseTact: Optical Tactile Sensor for Dense Shape Reconstruction (ARMLab)\nStage of Research\n\nApplications: Automated manufacturing and assembly robots: especially small, delicate objects, Collaborative robotics: robots working in conjunction with humans that need to replicated human tasks.\n\nAdvantages: Quick adaptation to each task, Large range of motion versatility for manipulation tasks.","**Summary:** The Kennedy group at Stanford has created an optical tactile sensor designed to enhance robotic manipulation, addressing the challenges associated with the ""last inch"" problem. This sensor utilizes hemispherical silicone fingertips in conjunction with a camera to measure both the shape of the fingertips and the forces exerted during object interaction. The system relies on optical observations of reflective boundaries, which change when the fingertip contacts an object, and employs a machine-learning model built on previously acquired data from known objects. The sensor's soft-contact design enables greater range of motion and complexity in manipulation, highlighting the importance of effective grasp planning for reliable performance.

**Applications:** The technology is applicable in automated manufacturing and assembly robots, particularly for handling small and delicate objects. It is also suitable for collaborative robotics, allowing robots to work alongside humans and replicate human tasks effectively.

**Problem Solved:** The optical tactile sensor addresses the challenges faced during the final stages of robotic manipulation, enhancing the precision and adaptability of grasping and manipulation tasks in various environments.","The Kennedy group at Stanford has created an optical tactile sensor that incorporates hemispherical silicone fingertips and a camera to measure fingertip shape and forces during interaction with objects. This innovation addresses the ""last inch"" problem in robotic manipulation by utilizing reflective boundaries that change upon contact."
"Stanford University","Mechanical Swimmer as Portable, Versatile Rheometer","Docket #: S21-217","","https://techfinder.stanford.edu/technology/mechanical-swimmer-portable-versatile-rheometer","Researchers at Stanford are advancing a new paradigm in rheological measurement. Conventional rheometers, which are used to measure the mechanical properties of fluids (biological or engineered), are large table top devices that require extensive training and a large sample volume to operate. The Stanford technology envisions a freely suspended swimming """"robot"""" that can be placed in a fluid remotely, and via its motion creates various measures (e.g., swimming speed, rotational velocity, etc.) and reports them to a remote data collector in real time to determine local fluid properties. The scale and location of the robot determine the scale and location of the mechanical properties measured, and in principle the robot can be steered to a location of interest. The size of the robot can be varied from a few microns to meter size, and the scale of the robot also determines the scale of the volume of fluid necessary for measurement – thus in principle very small volumes of fluid in its native environment can be assessed. Once calibrated the robot is easy to use and highly portable, and the post processing of data can be done using something simple such as an application on a cell phone.\nFigure (a) The design of a rotationally-symmetric swimming robot is pictured. Note that both the head and tail are spheres of different sizes (image credit: manuscript submitted to Nature Physics)\nStage of Development\nThe researchers have demonstrated the first proof of principal device and associated theoretical\nframework to measure physical properties of complex fluids.\n\nApplications: Rheological measurement of a fluid remotely, Medical, biological, industrial instrumentation.\n\nAdvantages: May reach locations difficult or currently impossible to access (e.g., medical applications), No harvesting of the fluid is necessary; compatible to extremely small volumes of fluids (e.g., rare biological small volume samples), The state of the fluid in application is the state of the measurement (temperature, pressure, etc.) without attempted reproduction of conditions, Measurements could be made in different locations (via steering the swimmer) to examine heterogeneity of a sample, Scale is variable (from microns to meter), Potentially cheaper than existing rheometers, Potential for multiplexing and significant increase in throughput, Could be disposed/dissolved upon completion of measurement, Portable and versatile - collection and processing of the data can be done on a handheld device.","**Summary:** Researchers at Stanford are developing a novel device for rheological measurement that significantly differs from traditional rheometers. Unlike conventional devices that are large and require extensive training, this new technology features a freely swimming robot capable of remote operation. The robot measures various characteristics of fluids, such as swimming speed and rotational velocity, and relays this information to a remote data collector in real time. Its size can range from a few microns to a meter, allowing it to function effectively in diverse environments with minimal fluid volume needed for assessment. The device is portable, easy to use once calibrated, and data processing can be performed via simple applications on mobile devices.

**Applications:** This technology can be applied in various fields, including biological research and engineered fluid analysis, where understanding the mechanical properties of fluids in small volumes is critical. It is particularly useful in environments where conventional rheometers are impractical, enabling in situ measurements in real-world applications.

**Problem Solved:** The new device addresses limitations posed by traditional rheometers, such as their bulkiness, requirement for large sample volumes, and need for extensive training to operate. By enabling remote operation and facilitating the measurement of fluid properties in small volumes, this technology streamlines the process and enhances accessibility for users across different disciplines.","Researchers at Stanford are developing a portable, swimming robot that can measure the mechanical properties of fluids, offering a more versatile alternative to traditional, large rheometers. This technology allows for remote placement in fluids and measures parameters such as swimming speed and rotational velocity."
"Stanford University","Orbital Compartment Pressure Sensing Retractor","Docket #: S19-109","Issued: 11,627,876 (USA)","https://techfinder.stanford.edu/technology/orbital-compartment-pressure-sensing-retractor","Stanford doctors have developed a retractor that easily and accurately measures orbital compartment pressure without requiring precise orientation to the central cornea. The inner claw of the handheld device (figure 1) holds open the patient's eyelid while the outer claw retractor senses the eye's orbital compartment pressure. During canthotomy/cantholysis, the retractor provides continuous, reliable, and actionable information to guide the procedure. Unlike applanation tonometry, the pressure sensing retractor requires very little training - making it ideal for diagnosing and treating orbital compartment syndrome and retrobulbar hemorrhage (RBH) especially in environments without immediate access to ophthalmic consultation. This reliable, easy to use device is ideal for emergency and field situations where a quick and accurate response can prevent permanent vision damage or loss.\nFigure 1 - Prototype Schematic\nStage of Development – Prototype\nResearchers have successfully developed and tested the device in cadavers, and partnered with Army surgeons for live prototype testing.\n\nApplications: Emergency ocular and orbital pressure diagnosis and treatment - especially of orbital compartment syndrome and retrobulbar hemorrhage, Canthotomy/Cantholysis.\n\nAdvantages: Portable, reliable, accurate, and easy to use, Continuous pressure information for as long as the retractor tip remains in place – reduces sampling bias, Reduces the risk of inadvertent corneal abrasion.","**Summary:** The developed retractor allows for the easy and accurate measurement of orbital compartment pressure without needing precise alignment with the central cornea. It features an inner claw designed to hold the eyelid open while an outer claw senses the orbital compartment pressure, supplying continuous data during canthotomy or cantholysis. Compared to traditional applanation tonometry, this device is user-friendly and requires minimal training, making it particularly effective for diagnosing and managing orbital compartment syndrome and retrobulbar hemorrhage in settings lacking immediate ophthalmic expertise. The prototype has been tested in cadavers and has undergone live testing with Army surgeons.

**Applications:** The device is applicable in emergency scenarios for diagnosing and treating ocular and orbital pressure issues, specifically orbital compartment syndrome and retrobulbar hemorrhage, as well as facilitating canthotomy and cantholysis procedures.

**Problem Solved:** This technology addresses the need for a quick, reliable method to measure intraocular pressure that can be used in emergency situations, potentially preventing permanent vision damage or loss due to conditions like orbital compartment syndrome and retrobulbar hemorrhage, especially in environments without readily available ophthalmic consultation.","Stanford doctors have developed a handheld retractor that measures orbital compartment pressure accurately without needing precise orientation to the central cornea. The device provides continuous and reliable information during canthotomy/cantholysis procedures, enhancing guidance compared to traditional methods."
"Stanford University","Genetically modified immune cells increase potency of adoptive immunotherapy","Docket #: S20-068","Published Application: 20230248824","https://techfinder.stanford.edu/technology/genetically-modified-immune-cells-increase-potency-adoptive-immunotherapy","The potency of cancer immunotherapies for solid tumors are often diminished by inadequate metabolic reprogramming and resulting immune evasion in cancer. To acquire a fully activated state upon antigen encounter, T cells must undergo metabolic reprogramming to support cell growth, proliferation, and cytotoxic function. This reprogramming is sensitive to regulation of nutrient transporters and nutrient availability. Unfortunately, the tumor microenvironment in cancer is associated with limited nutrients due to competition between the tumor cells and infiltrating immune cells.\nThe Mackall lab invented a method to metabolically enhance immune cells during immunotherapy. Through the regulation of a group of genes, the invention leads to enhanced metabolic reprogramming and subsequently increases immune cell activation, cytokine secretion and tumor killing. The invention also functionally restores exhausted T cells and can be applied to immune cells expressing natural receptors, or those engineered to express antigen specific receptors such as chimeric antigen receptors (CARs) and recombinant TCRs.\nStage of Development\nProof of concept – in vivo\nPatent Status\nPCT application filed\n\nApplications: CAR-T Cell Therapy, TCR Therapy, Other adoptive cell therapies.\n\nAdvantages: Enhancement of immune cell cytotoxic function, proliferation and persistence, Improvement of effector function of exhausted and non-exhausted cells, Can be regulated by drug on/off systems.","**Summary:** The potency of cancer immunotherapies targeting solid tumors can be limited due to insufficient metabolic reprogramming, which leads to immune evasion. T cells require metabolic reprogramming for optimal growth, proliferation, and cytotoxic activity upon encountering antigens, but the tumor microenvironment often restricts nutrient availability. The Mackall lab developed a method to improve immune cell metabolism during immunotherapy by regulating specific genes, resulting in enhanced immune cell activation, increased cytokine secretion, and effective tumor killing. This approach also rejuvenates exhausted T cells and can be utilized with both natural receptors and engineered receptors, such as chimeric antigen receptors (CARs) and recombinant TCRs. The technology has reached proof-of-concept in vivo and a PCT application has been filed for patent protection.

**Applications:** The technology can be applied in CAR-T cell therapy, TCR therapy, and other forms of adoptive cell therapies.

**Problem Solved:** The method addresses the challenges of inadequate metabolic reprogramming and immune evasion in cancer, thereby enhancing the effectiveness of immunotherapy by improving immune cell functions such as cytotoxicity, proliferation, and persistence.","The effectiveness of cancer immunotherapies for solid tumors is often reduced due to insufficient metabolic reprogramming and immune evasion. T cells require metabolic reprogramming, influenced by nutrient transporters and availability, to achieve a fully activated state necessary for growth, proliferation, and cytotoxic function."
"Stanford University","Improved adoptive cell therapy","Docket #: S20-341","Published Application: WO2022098864","https://techfinder.stanford.edu/technology/improved-adoptive-cell-therapy","Researchers in the Mackall lab at Stanford have developed an adoptive cell therapy modification that enhances anti-tumor activity by disrupting a specific group of genes.\nAdoptive cell therapies, including CAR T-cells, engineered TCR T-cells, and tumor-infiltrating lymphocytes, have the potential to treat cancer with efficacy and specificity. However, major challenges remain for the treatment of solid tumors, requiring more potent and longer lasting anti-tumor effectors.\nTo improve adoptive immune cell performance, the inventors have identified a group of genes that controls the T-cell function. Disrupting these genes enables T-cells to be more proliferative, produce more inflammatory cytokines, and demonstrate increased anti-cancer cytotoxicity. With recent advances in the field where CRISPR edited CAR-T cells have been used safely in humans, and with the technology for GMP CRISPR edited cells under further development, adoptive cell therapeutics could be improved by incorporating an edit to this set of genes into existing workflows.\nStage of Development\nIn vivo.\n\nApplications: Additional modification to adoptive cell therapies:\n\nEnhance T-cells with disruption of a gene/group of genes\nPotential application to tumor-infiltrating lymphocytes, macrophages, or natural killer cells, Enhance T-cells with disruption of a gene/group of genes, Potential application to tumor-infiltrating lymphocytes, macrophages, or natural killer cells.\n\nAdvantages: T-cells are more proliferative and demonstrate increased anti-cancer cytotoxicity, Can be incorporated into existing T-cell workflows.","**Summary:** Researchers in the Mackall lab at Stanford have developed a modification to adoptive cell therapy that enhances anti-tumor activity by disrupting a specific group of genes controlling T-cell function. This modification aims to address significant challenges in treating solid tumors by making T-cells more proliferative, increasing their production of inflammatory cytokines, and boosting their anti-cancer cytotoxicity. With the advent of safe CRISPR-edited CAR-T cells in humans and ongoing development for GMP CRISPR-edited cells, there is potential for incorporating this gene disruption technique into existing adoptive cell therapies. The technology is currently at the in vivo stage of development.

**Applications:** This approach can enhance the performance of various adoptive cell therapies, including CAR T-cells, engineered TCR T-cells, and tumor-infiltrating lymphocytes. Additionally, it has potential applications in modifying other immune cells such as macrophages and natural killer cells.

**Problem Solved:** The method addresses the limitations of current adoptive cell therapies, particularly their efficacy and longevity in targeting solid tumors, by improving T-cell functionality and overall anti-tumor responses.","Researchers at Stanford's Mackall lab have modified adoptive cell therapy to enhance anti-tumor activity by disrupting a specific group of genes. This advancement addresses challenges in treating solid tumors by aiming for more potent and longer-lasting anti-tumor effects."
